District,Crime,Period,Year,Month,Count,Region,State,Population,Count_Per_100
FREMANTLE DISTRICT,Drug Offences,2007-03-01,2007,March,63,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.022492047454649965
FREMANTLE DISTRICT,Drug Offences,2007-03-01,2007,March,38,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.013566631798042836
FREMANTLE DISTRICT,Drug Offences,2007-03-01,2007,March,0,METROPOLITAN REGION,WESTERN AUSTRALIA,280099.0,0.0
GOLDFIELDS-ESPERANCE DISTRICT,Drug Offences,2007-03-01,2007,March,5,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.009490367277213628
GOLDFIELDS-ESPERANCE DISTRICT,Drug Offences,2007-03-01,2007,March,5,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.009490367277213628
GOLDFIELDS-ESPERANCE DISTRICT,Drug Offences,2007-03-01,2007,March,32,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.06073835057416722
GOLDFIELDS-ESPERANCE DISTRICT,Drug Offences,2007-03-01,2007,March,26,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.049349909841510865
GOLDFIELDS-ESPERANCE DISTRICT,Drug Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,52685.0,0.0
GREAT SOUTHERN DISTRICT,Drug Offences,2007-03-01,2007,March,11,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.013200528021120846
GREAT SOUTHERN DISTRICT,Drug Offences,2007-03-01,2007,March,15,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.018000720028801154
GREAT SOUTHERN DISTRICT,Drug Offences,2007-03-01,2007,March,37,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.04440177607104284
GREAT SOUTHERN DISTRICT,Drug Offences,2007-03-01,2007,March,34,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.04080163206528262
GREAT SOUTHERN DISTRICT,Drug Offences,2007-03-01,2007,March,0,REGIONAL WA REGION,WESTERN AUSTRALIA,83330.0,0.0
JOONDALUP DISTRICT,Drug Offences,2007-03-01,2007,March,12,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0032510281376485315
JOONDALUP DISTRICT,Drug Offences,2007-03-01,2007,March,7,METROPOLITAN REGION,WESTERN AUSTRALIA,369114.0,0.0018964330802949767
